"Rank","WSIT","Overall","Team","Pos","Bye","Best","Worst","Avg","Std Dev","ADP","vs. ADP"
"133","","Mike Williams","LAC","WR53","8","113","157","135.0","22.0","123.0","-10.0"
"134","","Greg Olsen","CAR","TE16","4","135","139","137.0","2.0","59.0","-75.0"
"135","","Nyheim Hines","IND","RB47","9","129","148","138.5","9.5","206.0","+71.0"
"136","","Alex Smith","WAS","QB20","4","136","142","139.0","3.0","127.0","-9.0"
"137","","Dede Westbrook","JAC","WR54","9","121","158","139.5","18.5","169.0","+32.0"
"138","","Keelan Cole","JAC","WR55","9","128","151","139.5","11.5","131.0","-7.0"
"139","","Carlos Hyde","JAC","RB48","9","125","156","140.5","15.5","58.0","-81.0"
"140","","Vance McDonald","PIT","TE17","7","138","143","140.5","2.5","235.0","+95.0"
"141","","Joe Flacco","BAL","QB21","10","139","143","141.0","2.0","248.0","+107.0"
"142","","Donte Moncrief","JAC","WR56","9","130","154","142.0","12.0","216.0","+74.0"
"143","","Robby Anderson","NYJ","WR57","11","142","149","145.5","3.5","95.0","-48.0"
"144","","Willie Snead","BAL","WR58","10","112","180","146.0","34.0","307.0","+163.0"
"145","","Christian Kirk","ARI","WR59","9","132","169","150.5","18.5","209.0","+64.0"
"146","","Jacksonville (JAC)","","DST1","9","141","160","150.5","9.5","140.0","-6.0"
"147","","Chicago (CHI)","","DST2","5","137","169","153.0","16.0","194.0","+47.0"
"148","","Spencer Ware","KC","RB49","12","153","155","154.0","1.0","181.0","+33.0"
"149","","Marcus Mariota","TEN","QB22","8","150","161","155.5","5.5","137.0","-12.0"
"150","","C.J. Uzomah","CIN","TE18","9","152","159","155.5","3.5","",""
"151","","Randall Cobb","GB","WR60","7","156","160","158.0","2.0","104.0","-47.0"
"152","","Derek Carr","OAK","QB23","7","138","180","159.0","21.0","135.0","-17.0"
"153","","Los Angeles (LAR)","","DST3","12","155","165","160.0","5.0","146.0","-7.0"
"154","","Nelson Agholor","PHI","WR61","9","145","176","160.5","15.5","103.0","-51.0"
"155","","Giovani Bernard","CIN","RB50","9","157","166","161.5","4.5","144.0","-11.0"
"156","","T.J. Yeldon","JAC","RB51","9","135","192","163.5","28.5","200.0","+44.0"
"157","","Mike Davis","SEA","RB52","7","163","167","165.0","2.0","",""
"158","","Eli Manning","NYG","QB24","9","164","168","166.0","2.0","160.0","+2.0"
"159","","Marquez Valdes-Scantling","GB","WR62","7","146","187","166.5","20.5","413.0","+254.0"
"160","","Ricky Seals-Jones","ARI","TE19","9","148","185","166.5","18.5","192.0","+32.0"
"161","","Minnesota (MIN)","","DST4","10","164","170","167.0","3.0","150.0","-11.0"
"162","","Hayden Hurst","BAL","TE20","10","163","174","168.5","5.5","231.0","+69.0"
"163","","Benjamin Watson","NO","TE21","6","167","171","169.0","2.0","184.0","+21.0"
"164","","Quincy Enunwa","NYJ","WR63","11","150","191","170.5","20.5","257.0","+93.0"
"165","","Raheem Mostert","SF","RB53","11","144","201","172.5","28.5","",""
"166","","Alfred Morris","SF","RB54","11","153","196","174.5","21.5","122.0","-44.0"
"167","","Kenny Stills","MIA","WR64","11","168","183","175.5","7.5","115.0","-52.0"
"168","","Houston (HOU)","","DST5","10","174","177","175.5","1.5","173.0","+5.0"
"169","","Ronald Jones II","TB","RB55","5","133","219","176.0","43.0","99.0","-70.0"
"170","","Los Angeles (LAC)","","DST6","8","171","181","176.0","5.0","163.0","-7.0"
"171","","Chris Ivory","BUF","RB56","11","170","184","177.0","7.0","234.0","+63.0"
"172","","Paul Richardson","WAS","WR65","4","154","202","178.0","24.0","202.0","+30.0"
"173","","Chester Rogers","IND","WR66","9","172","184","178.0","6.0","325.0","+152.0"
"174","","Cameron Brate","TB","TE22","5","178","182","180.0","2.0","198.0","+24.0"
"175","","Jamison Crowder","WAS","WR67","4","173","188","180.5","7.5","105.0","-70.0"
"176","","Baltimore (BAL)","","DST7","10","151","213","182.0","31.0","170.0","-6.0"
"177","","Rashaad Penny","SEA","RB57","7","158","210","184.0","26.0","79.0","-98.0"
"178","","Wendell Smallwood","PHI","RB58","9","129","241","185.0","56.0","367.0","+189.0"
"179","","Kelvin Benjamin","BUF","WR68","11","162","209","185.5","23.5","113.0","-66.0"
"180","","Stephen Gostkowski","NE","K1","11","182","190","186.0","4.0","120.0","-60.0"
"181","","Denver (DEN)","","DST8","10","173","200","186.5","13.5","177.0","-4.0"
"182","","Frank Gore","MIA","RB59","11","136","239","187.5","51.5","183.0","+1.0"
"183","","Javorius Allen","BAL","RB60","10","152","223","187.5","35.5","227.0","+44.0"
"184","","Sam Darnold","NYJ","QB25","11","185","190","187.5","2.5","245.0","+61.0"
"185","","Theo Riddick","DET","RB61","6","159","218","188.5","29.5","187.0","+2.0"
"186","","Philadelphia (PHI)","","DST9","9","177","204","190.5","13.5","155.0","-31.0"
"187","","Cleveland (CLE)","","DST10","11","175","209","192.0","17.0","237.0","+50.0"
"188","","Antonio Callaway","CLE","WR69","11","179","206","192.5","13.5","284.0","+96.0"
"189","","C.J. Beathard","SF","QB26","11","146","240","193.0","47.0","",""
"190","","Danny Amendola","MIA","WR70","11","172","221","196.5","24.5","217.0","+27.0"
"191","","Justin Tucker","BAL","K2","10","194","199","196.5","2.5","138.0","-53.0"
"192","","Kenneth Dixon","BAL ","RB62","10","149","245","197.0","48.0","246.0","+54.0"
"193","","David Moore","SEA","WR71","7","166","229","197.5","31.5","391.0","+198.0"
"194","","Anthony Miller","CHI","WR72","5","192","203","197.5","5.5","162.0","-32.0"
"195","","Tyrell Williams","LAC","WR73","8","161","238","199.5","38.5","175.0","-20.0"
"196","","D'Onta Foreman","HOU ","RB63","10","175","227","201.0","26.0","168.0","-28.0"
"197","","Ty Montgomery","BAL","RB64","10","187","222","204.5","17.5","133.0","-64.0"
"198","","Matt Bryant","ATL","K3","8","191","221","206.0","15.0","166.0","-32.0"
"199","","Charles Clay","BUF","TE23","11","201","211","206.0","5.0","215.0","+16.0"
"200","","Cameron Meredith","NO","WR74","6","193","220","206.5","13.5","178.0","-22.0"
"201","","Harrison Butker","KC","K4","12","195","219","207.0","12.0","157.0","-44.0"
"202","","Cole Beasley","DAL","WR75","8","202","215","208.5","6.5","243.0","+41.0"
"203","","Seattle (SEA)","","DST11","7","208","210","209.0","1.0","229.0","+26.0"
"204","","Rod Smith","DAL","RB65","8","179","240","209.5","30.5","256.0","+52.0"
"205","","Blake Bortles","JAC","QB27","9","165","255","210.0","45.0","201.0","-4.0"
"206","","Pierre Garcon","SF","WR76","11","195","226","210.5","15.5","98.0","-108.0"
"207","","Case Keenum","DEN","QB28","10","189","235","212.0","23.0","180.0","-27.0"
"208","","Ryan Grant","IND","WR77","9","194","230","212.0","18.0","265.0","+57.0"
"209","","Martavis Bryant","OAK","WR78","7","198","228","213.0","15.0","197.0","-12.0"
"210","","Jake Elliott","PHI","K5","9","203","224","213.5","10.5","159.0","-51.0"
"211","","Chris Herndon IV","NYJ","TE24","11","181","247","214.0","33.0","417.0","+206.0"
"212","","Josh Rosen","ARI","QB29","9","186","242","214.0","28.0","274.0","+62.0"
"213","","Dallas Goedert","PHI","TE25","9","186","242","214.0","28.0","250.0","+37.0"
"214","","Ryan Fitzpatrick","TB","QB30","5","140","291","215.5","75.5","287.0","+73.0"
"215","","Taywan Taylor","TEN","WR79","8","198","233","215.5","17.5","259.0","+44.0"
"216","","Wil Lutz","NO","K6","6","215","216","215.5","0.5","154.0","-62.0"
"217","","Tennessee (TEN)","","DST12","8","196","238","217.0","21.0","228.0","+11.0"
"218","","Jeff Heuerman","DEN","TE26","10","193","243","218.0","25.0","407.0","+189.0"
"219","","Geoff Swaim","DAL","TE27","8","189","248","218.5","29.5","332.0","+113.0"
"220","","Arizona (ARI)","","DST13","9","204","233","218.5","14.5","218.0","-2.0"
"221","","New England (NE)","","DST14","11","214","226","220.0","6.0","196.0","-25.0"
"222","","Greg Zuerlein","LAR","K7","12","178","264","221.0","43.0","126.0","-96.0"
"223","","Carolina (CAR)","","DST15","4","212","231","221.5","9.5","195.0","-28.0"
